
VARNAMES_WGTMAP: logssfr logmass  WGT SNMAG_SHIFT
WGT:  -22.500   13.000 865280473764.658   0.04
WGT:  -22.000    3.000   86.528   0.00
WGT:  -22.000    3.500  273.626   0.00
WGT:  -22.000    4.000  865.280   0.00
WGT:  -22.000    4.500 2736.257   0.00
WGT:  -22.000    5.000 8652.805   0.00
WGT:  -22.000    5.500 27362.571   0.00
WGT:  -22.000    6.000 86528.047   0.00
WGT:  -22.000    6.500 273625.711   0.00
WGT:  -22.000    7.000 865280.474   0.00
WGT:  -22.000    7.500 2736257.112   0.00
WGT:  -22.000    8.000 8652804.738   0.00
WGT:  -22.000    8.500 27362571.120   0.00
WGT:  -22.000    9.000 86528047.377   0.00
WGT:  -22.000    9.500 273625711.197   0.00
WGT:  -22.000   10.000 865280473.765   0.04
WGT:  -22.000   10.500 2736257111.968   0.04
WGT:  -22.000   11.000 8652804737.653   0.04
WGT:  -22.000   11.500 27362571119.678   0.04
WGT:  -22.000   12.000 86528047376.526   0.04
WGT:  -22.000   12.500 273625711196.778   0.04
WGT:  -22.000   13.000 865280473765.257   0.04
WGT:  -21.500    3.000   86.528   0.00
WGT:  -21.500    3.500  273.626   0.00
WGT:  -21.500    4.000  865.280   0.00
WGT:  -21.500    4.500 2736.257   0.00
WGT:  -21.500    5.000 8652.805   0.00
WGT:  -21.500    5.500 27362.571   0.00
WGT:  -21.500    6.000 86528.047   0.00
WGT:  -21.500    6.500 273625.711   0.00
WGT:  -21.500    7.000 865280.474   0.00
WGT:  -21.500    7.500 2736257.112   0.00
WGT:  -21.500    8.000 8652804.738   0.00
WGT:  -21.500    8.500 27362571.120   0.00
WGT:  -21.500    9.000 86528047.377   0.00
WGT:  -21.500    9.500 273625711.197   0.00
WGT:  -21.500   10.000 865280473.767   0.04
WGT:  -21.500   10.500 2736257111.974   0.04
WGT:  -21.500   11.000 8652804737.671   0.04
WGT:  -21.500   11.500 27362571119.738   0.04
WGT:  -21.500   12.000 86528047376.715   0.04
WGT:  -21.500   12.500 273625711197.377   0.04
WGT:  -21.500   13.000 865280473767.149   0.04
WGT:  -21.000    3.000   86.528   0.00
WGT:  -21.000    3.500  273.626   0.00
WGT:  -21.000    4.000  865.280   0.00
WGT:  -21.000    4.500 2736.257   0.00
WGT:  -21.000    5.000 8652.805   0.00
WGT:  -21.000    5.500 27362.571   0.00
WGT:  -21.000    6.000 86528.047   0.00
WGT:  -21.000    6.500 273625.711   0.00
WGT:  -21.000    7.000 865280.474   0.00
WGT:  -21.000    7.500 2736257.112   0.00
WGT:  -21.000    8.000 8652804.738   0.00
WGT:  -21.000    8.500 27362571.120   0.00
WGT:  -21.000    9.000 86528047.377   0.00
WGT:  -21.000    9.500 273625711.199   0.00
WGT:  -21.000   10.000 865280473.773   0.04
WGT:  -21.000   10.500 2736257111.993   0.04
WGT:  -21.000   11.000 8652804737.731   0.04
WGT:  -21.000   11.500 27362571119.927   0.04
WGT:  -21.000   12.000 86528047377.313   0.04
WGT:  -21.000   12.500 273625711199.269   0.04
WGT:  -21.000   13.000 865280473773.132   0.04
WGT:  -20.500    3.000   86.528   0.00
WGT:  -20.500    3.500  273.626   0.00
WGT:  -20.500    4.000  865.280   0.00
WGT:  -20.500    4.500 2736.257   0.00
WGT:  -20.500    5.000 8652.805   0.00
WGT:  -20.500    5.500 27362.571   0.00
WGT:  -20.500    6.000 86528.047   0.00
WGT:  -20.500    6.500 273625.711   0.00
WGT:  -20.500    7.000 865280.474   0.00
WGT:  -20.500    7.500 2736257.112   0.00
WGT:  -20.500    8.000 8652804.738   0.00
WGT:  -20.500    8.500 27362571.121   0.00
WGT:  -20.500    9.000 86528047.379   0.00
WGT:  -20.500    9.500 273625711.205   0.00
WGT:  -20.500   10.000 865280473.792   0.04
WGT:  -20.500   10.500 2736257112.053   0.04
WGT:  -20.500   11.000 8652804737.921   0.04
WGT:  -20.500   11.500 27362571120.525   0.04
WGT:  -20.500   12.000 86528047379.205   0.04
WGT:  -20.500   12.500 273625711205.252   0.04
WGT:  -20.500   13.000 865280473792.053   0.04
WGT:  -20.000    3.000   86.528   0.00
WGT:  -20.000    3.500  273.626   0.00
WGT:  -20.000    4.000  865.280   0.00
WGT:  -20.000    4.500 2736.257   0.00
WGT:  -20.000    5.000 8652.805   0.00
WGT:  -20.000    5.500 27362.571   0.00
WGT:  -20.000    6.000 86528.047   0.00
WGT:  -20.000    6.500 273625.711   0.00
WGT:  -20.000    7.000 865280.474   0.00
WGT:  -20.000    7.500 2736257.112   0.00
WGT:  -20.000    8.000 8652804.739   0.00
WGT:  -20.000    8.500 27362571.122   0.00
WGT:  -20.000    9.000 86528047.385   0.00
WGT:  -20.000    9.500 273625711.224   0.00
WGT:  -20.000   10.000 865280473.852   0.04
WGT:  -20.000   10.500 2736257112.242   0.04
WGT:  -20.000   11.000 8652804738.519   0.04
WGT:  -20.000   11.500 27362571122.417   0.04
WGT:  -20.000   12.000 86528047385.189   0.04
WGT:  -20.000   12.500 273625711224.173   0.04
WGT:  -20.000   13.000 865280473851.887   0.04
WGT:  -19.500    3.000   86.528   0.00
WGT:  -19.500    3.500  273.626   0.00
WGT:  -19.500    4.000  865.280   0.00
WGT:  -19.500    4.500 2736.257   0.00
WGT:  -19.500    5.000 8652.805   0.00
WGT:  -19.500    5.500 27362.571   0.00
WGT:  -19.500    6.000 86528.047   0.00
WGT:  -19.500    6.500 273625.711   0.00
WGT:  -19.500    7.000 865280.474   0.00
WGT:  -19.500    7.500 2736257.113   0.00
WGT:  -19.500    8.000 8652804.740   0.00
WGT:  -19.500    8.500 27362571.128   0.00
WGT:  -19.500    9.000 86528047.404   0.00
WGT:  -19.500    9.500 273625711.284   0.00
WGT:  -19.500   10.000 865280474.041   0.04
WGT:  -19.500   10.500 2736257112.840   0.04
WGT:  -19.500   11.000 8652804740.411   0.04
WGT:  -19.500   11.500 27362571128.401   0.04
WGT:  -19.500   12.000 86528047404.110   0.04
WGT:  -19.500   12.500 273625711284.007   0.04
WGT:  -19.500   13.000 865280474041.097   0.04
WGT:  -19.000    3.000   86.528   0.00
WGT:  -19.000    3.500  273.626   0.00
WGT:  -19.000    4.000  865.280   0.00
WGT:  -19.000    4.500 2736.257   0.00
WGT:  -19.000    5.000 8652.805   0.00
WGT:  -19.000    5.500 27362.571   0.00
WGT:  -19.000    6.000 86528.047   0.00
WGT:  -19.000    6.500 273625.711   0.00
WGT:  -19.000    7.000 865280.475   0.00
WGT:  -19.000    7.500 2736257.115   0.00
WGT:  -19.000    8.000 8652804.746   0.00
WGT:  -19.000    8.500 27362571.147   0.00
WGT:  -19.000    9.000 86528047.464   0.00
WGT:  -19.000    9.500 273625711.473   0.00
WGT:  -19.000   10.000 865280474.639   0.04
WGT:  -19.000   10.500 2736257114.732   0.04
WGT:  -19.000   11.000 8652804746.394   0.04
WGT:  -19.000   11.500 27362571147.322   0.04
WGT:  -19.000   12.000 86528047463.943   0.04
WGT:  -19.000   12.500 273625711473.216   0.04
WGT:  -19.000   13.000 865280474639.431   0.04
WGT:  -18.500    3.000   86.528   0.00
WGT:  -18.500    3.500  273.626   0.00
WGT:  -18.500    4.000  865.280   0.00
WGT:  -18.500    4.500 2736.257   0.00
WGT:  -18.500    5.000 8652.805   0.00
WGT:  -18.500    5.500 27362.571   0.00
WGT:  -18.500    6.000 86528.048   0.00
WGT:  -18.500    6.500 273625.712   0.00
WGT:  -18.500    7.000 865280.477   0.00
WGT:  -18.500    7.500 2736257.121   0.00
WGT:  -18.500    8.000 8652804.765   0.00
WGT:  -18.500    8.500 27362571.207   0.00
WGT:  -18.500    9.000 86528047.653   0.00
WGT:  -18.500    9.500 273625712.072   0.00
WGT:  -18.500   10.000 865280476.532   0.04
WGT:  -18.500   10.500 2736257120.716   0.04
WGT:  -18.500   11.000 8652804765.315   0.04
WGT:  -18.500   11.500 27362571207.155   0.04
WGT:  -18.500   12.000 86528047653.153   0.04
WGT:  -18.500   12.500 273625712071.551   0.04
WGT:  -18.500   13.000 865280476531.530   0.04
WGT:  -18.000    3.000   86.528   0.00
WGT:  -18.000    3.500  273.626   0.00
WGT:  -18.000    4.000  865.280   0.00
WGT:  -18.000    4.500 2736.257   0.00
WGT:  -18.000    5.000 8652.805   0.00
WGT:  -18.000    5.500 27362.571   0.00
WGT:  -18.000    6.000 86528.048   0.00
WGT:  -18.000    6.500 273625.714   0.00
WGT:  -18.000    7.000 865280.483   0.00
WGT:  -18.000    7.500 2736257.140   0.00
WGT:  -18.000    8.000 8652804.825   0.00
WGT:  -18.000    8.500 27362571.396   0.00
WGT:  -18.000    9.000 86528048.251   0.00
WGT:  -18.000    9.500 273625713.964   0.00
WGT:  -18.000   10.000 865280482.515   0.04
WGT:  -18.000   10.500 2736257139.636   0.04
WGT:  -18.000   11.000 8652804825.149   0.04
WGT:  -18.000   11.500 27362571396.365   0.04
WGT:  -18.000   12.000 86528048251.487   0.04
WGT:  -18.000   12.500 273625713963.650   0.04
WGT:  -18.000   13.000 865280482514.872   0.04
WGT:  -17.500    3.000   86.528   0.00
WGT:  -17.500    3.500  273.626   0.00
WGT:  -17.500    4.000  865.281   0.00
WGT:  -17.500    4.500 2736.257   0.00
WGT:  -17.500    5.000 8652.805   0.00
WGT:  -17.500    5.500 27362.572   0.00
WGT:  -17.500    6.000 86528.050   0.00
WGT:  -17.500    6.500 273625.720   0.00
WGT:  -17.500    7.000 865280.501   0.00
WGT:  -17.500    7.500 2736257.199   0.00
WGT:  -17.500    8.000 8652805.014   0.00
WGT:  -17.500    8.500 27362571.995   0.00
WGT:  -17.500    9.000 86528050.144   0.00
WGT:  -17.500    9.500 273625719.947   0.00
WGT:  -17.500   10.000 865280501.436   0.04
WGT:  -17.500   10.500 2736257199.470   0.04
WGT:  -17.500   11.000 8652805014.359   0.04
WGT:  -17.500   11.500 27362571994.699   0.04
WGT:  -17.500   12.000 86528050143.586   0.04
WGT:  -17.500   12.500 273625719946.992   0.04
WGT:  -17.500   13.000 865280501435.861   0.04
WGT:  -17.000    3.000   86.528   0.00
WGT:  -17.000    3.500  273.626   0.00
WGT:  -17.000    4.000  865.281   0.00
WGT:  -17.000    4.500 2736.257   0.00
WGT:  -17.000    5.000 8652.806   0.00
WGT:  -17.000    5.500 27362.574   0.00
WGT:  -17.000    6.000 86528.056   0.00
WGT:  -17.000    6.500 273625.739   0.00
WGT:  -17.000    7.000 865280.561   0.00
WGT:  -17.000    7.500 2736257.389   0.00
WGT:  -17.000    8.000 8652805.613   0.00
WGT:  -17.000    8.500 27362573.887   0.00
WGT:  -17.000    9.000 86528056.127   0.00
WGT:  -17.000    9.500 273625738.868   0.00
WGT:  -17.000   10.000 865280561.269   0.04
WGT:  -17.000   10.500 2736257388.680   0.04
WGT:  -17.000   11.000 8652805612.693   0.04
WGT:  -17.000   11.500 27362573886.798   0.04
WGT:  -17.000   12.000 86528056126.928   0.04
WGT:  -17.000   12.500 273625738867.980   0.04
WGT:  -17.000   13.000 865280561269.279   0.04
WGT:  -16.500    3.000   86.528   0.00
WGT:  -16.500    3.500  273.626   0.00
WGT:  -16.500    4.000  865.281   0.00
WGT:  -16.500    4.500 2736.258   0.00
WGT:  -16.500    5.000 8652.808   0.00
WGT:  -16.500    5.500 27362.580   0.00
WGT:  -16.500    6.000 86528.075   0.00
WGT:  -16.500    6.500 273625.799   0.00
WGT:  -16.500    7.000 865280.750   0.00
WGT:  -16.500    7.500 2736257.987   0.00
WGT:  -16.500    8.000 8652807.505   0.00
WGT:  -16.500    8.500 27362579.870   0.00
WGT:  -16.500    9.000 86528075.048   0.00
WGT:  -16.500    9.500 273625798.701   0.00
WGT:  -16.500   10.000 865280750.479   0.04
WGT:  -16.500   10.500 2736257987.014   0.04
WGT:  -16.500   11.000 8652807504.791   0.04
WGT:  -16.500   11.500 27362579870.139   0.04
WGT:  -16.500   12.000 86528075047.914   0.04
WGT:  -16.500   12.500 273625798701.392   0.04
WGT:  -16.500   13.000 865280750479.140   0.04
WGT:  -16.000    3.000   86.528   0.00
WGT:  -16.000    3.500  273.626   0.00
WGT:  -16.000    4.000  865.281   0.00
WGT:  -16.000    4.500 2736.260   0.00
WGT:  -16.000    5.000 8652.813   0.00
WGT:  -16.000    5.500 27362.599   0.00
WGT:  -16.000    6.000 86528.135   0.00
WGT:  -16.000    6.500 273625.988   0.00
WGT:  -16.000    7.000 865281.349   0.00
WGT:  -16.000    7.500 2736259.879   0.00
WGT:  -16.000    8.000 8652813.488   0.00
WGT:  -16.000    8.500 27362598.791   0.00
WGT:  -16.000    9.000 86528134.881   0.00
WGT:  -16.000    9.500 273625987.911   0.00
WGT:  -16.000   10.000 865281348.813   0.04
WGT:  -16.000   10.500 2736259879.112   0.04
WGT:  -16.000   11.000 8652813488.130   0.04
WGT:  -16.000   11.500 27362598791.118   0.04
WGT:  -16.000   12.000 86528134881.303   0.04
WGT:  -16.000   12.500 273625987911.182   0.04
WGT:  -16.000   13.000 865281348813.035   0.04
WGT:  -15.500    3.000   86.528   0.00
WGT:  -15.500    3.500  273.627   0.00
WGT:  -15.500    4.000  865.283   0.00
WGT:  -15.500    4.500 2736.266   0.00
WGT:  -15.500    5.000 8652.832   0.00
WGT:  -15.500    5.500 27362.659   0.00
WGT:  -15.500    6.000 86528.324   0.00
WGT:  -15.500    6.500 273626.586   0.00
WGT:  -15.500    7.000 865283.241   0.00
WGT:  -15.500    7.500 2736265.862   0.00
WGT:  -15.500    8.000 8652832.409   0.00
WGT:  -15.500    8.500 27362658.624   0.00
WGT:  -15.500    9.000 86528324.091   0.00
WGT:  -15.500    9.500 273626586.244   0.00
WGT:  -15.500   10.000 865283240.909   0.04
WGT:  -15.500   10.500 2736265862.444   0.04
WGT:  -15.500   11.000 8652832409.087   0.04
WGT:  -15.500   11.500 27362658624.438   0.04
WGT:  -15.500   12.000 86528324090.873   0.04
WGT:  -15.500   12.500 273626586244.376   0.04
WGT:  -15.500   13.000 865283240908.728   0.04
WGT:  -15.000    3.000   86.529   0.00
WGT:  -15.000    3.500  273.628   0.00
WGT:  -15.000    4.000  865.289   0.00
WGT:  -15.000    4.500 2736.285   0.00
WGT:  -15.000    5.000 8652.892   0.00
WGT:  -15.000    5.500 27362.848   0.00
WGT:  -15.000    6.000 86528.922   0.00
WGT:  -15.000    6.500 273628.478   0.00
WGT:  -15.000    7.000 865289.224   0.00
WGT:  -15.000    7.500 2736284.783   0.00
WGT:  -15.000    8.000 8652892.242   0.00
WGT:  -15.000    8.500 27362847.833   0.00
WGT:  -15.000    9.000 86528922.422   0.00
WGT:  -15.000    9.500 273628478.333   0.00
WGT:  -15.000   10.000 865289224.219   0.04
WGT:  -15.000   10.500 2736284783.331   0.04
WGT:  -15.000   11.000 8652892242.185   0.04
WGT:  -15.000   11.500 27362847833.306   0.04
WGT:  -15.000   12.000 86528922421.852   0.04
WGT:  -15.000   12.500 273628478333.064   0.04
WGT:  -15.000   13.000 865289224218.516   0.04
WGT:  -14.500    3.000   86.531   0.00
WGT:  -14.500    3.500  273.634   0.00
WGT:  -14.500    4.000  865.308   0.00
WGT:  -14.500    4.500 2736.345   0.00
WGT:  -14.500    5.000 8653.081   0.00
WGT:  -14.500    5.500 27363.446   0.00
WGT:  -14.500    6.000 86530.814   0.00
WGT:  -14.500    6.500 273634.462   0.00
WGT:  -14.500    7.000 865308.145   0.00
WGT:  -14.500    7.500 2736344.616   0.00
WGT:  -14.500    8.000 8653081.449   0.00
WGT:  -14.500    8.500 27363446.157   0.00
WGT:  -14.500    9.000 86530814.488   0.00
WGT:  -14.500    9.500 273634461.573   0.00
WGT:  -14.500   10.000 865308144.884   0.04
WGT:  -14.500   10.500 2736344615.728   0.04
WGT:  -14.500   11.000 8653081448.839   0.04
WGT:  -14.500   11.500 27363446157.280   0.04
WGT:  -14.500   12.000 86530814488.388   0.04
WGT:  -14.500   12.500 273634461572.803   0.04
WGT:  -14.500   13.000 865308144883.877   0.04
WGT:  -14.000    3.000   86.537   0.00
WGT:  -14.000    3.500  273.653   0.00
WGT:  -14.000    4.000  865.368   0.00
WGT:  -14.000    4.500 2736.534   0.00
WGT:  -14.000    5.000 8653.680   0.00
WGT:  -14.000    5.500 27365.338   0.00
WGT:  -14.000    6.000 86536.798   0.00
WGT:  -14.000    6.500 273653.382   0.00
WGT:  -14.000    7.000 865367.975   0.00
WGT:  -14.000    7.500 2736533.815   0.00
WGT:  -14.000    8.000 8653679.751   0.00
WGT:  -14.000    8.500 27365338.154   0.00
WGT:  -14.000    9.000 86536797.507   0.00
WGT:  -14.000    9.500 273653381.538   0.00
WGT:  -14.000   10.000 865367975.066   0.04
WGT:  -14.000   10.500 2736533815.377   0.04
WGT:  -14.000   11.000 8653679750.662   0.04
WGT:  -14.000   11.500 27365338153.770   0.04
WGT:  -14.000   12.000 86536797506.620   0.04
WGT:  -14.000   12.500 273653381537.700   0.04
WGT:  -14.000   13.000 865367975066.202   0.04
WGT:  -13.500    3.000   86.556   0.00
WGT:  -13.500    3.500  273.713   0.00
WGT:  -13.500    4.000  865.557   0.00
WGT:  -13.500    4.500 2737.132   0.00
WGT:  -13.500    5.000 8655.572   0.00
WGT:  -13.500    5.500 27371.320   0.00
WGT:  -13.500    6.000 86555.715   0.00
WGT:  -13.500    6.500 273713.205   0.00
WGT:  -13.500    7.000 865557.153   0.00
WGT:  -13.500    7.500 2737132.047   0.00
WGT:  -13.500    8.000 8655571.526   0.00
WGT:  -13.500    8.500 27371320.472   0.00
WGT:  -13.500    9.000 86555715.257   0.00
WGT:  -13.500    9.500 273713204.717   0.00
WGT:  -13.500   10.000 865557152.568   0.04
WGT:  -13.500   10.500 2737132047.166   0.04
WGT:  -13.500   11.000 8655571525.683   0.04
WGT:  -13.500   11.500 27371320471.657   0.04
WGT:  -13.500   12.000 86555715256.829   0.04
WGT:  -13.500   12.500 273713204716.566   0.04
WGT:  -13.500   13.000 865557152568.291   0.04
WGT:  -13.000    3.000   86.616   0.00
WGT:  -13.000    3.500  273.902   0.00
WGT:  -13.000    4.000  866.155   0.00
WGT:  -13.000    4.500 2739.023   0.00
WGT:  -13.000    5.000 8661.552   0.00
WGT:  -13.000    5.500 27390.231   0.00
WGT:  -13.000    6.000 86615.516   0.00
WGT:  -13.000    6.500 273902.312   0.00
WGT:  -13.000    7.000 866155.163   0.00
WGT:  -13.000    7.500 2739023.122   0.00
WGT:  -13.000    8.000 8661551.630   0.00
WGT:  -13.000    8.500 27390231.222   0.00
WGT:  -13.000    9.000 86615516.301   0.00
WGT:  -13.000    9.500 273902312.221   0.00
WGT:  -13.000   10.000 866155163.006   0.04
WGT:  -13.000   10.500 2739023122.212   0.04
WGT:  -13.000   11.000 8661551630.057   0.04
WGT:  -13.000   11.500 27390231222.124   0.04
WGT:  -13.000   12.000 86615516300.569   0.04
WGT:  -13.000   12.500 273902312221.241   0.04
WGT:  -13.000   13.000 866155163005.694   0.04
WGT:  -12.500    3.000   86.804   0.00
WGT:  -12.500    3.500  274.500   0.00
WGT:  -12.500    4.000  868.044   0.00
WGT:  -12.500    4.500 2744.996   0.00
WGT:  -12.500    5.000 8680.440   0.00
WGT:  -12.500    5.500 27449.962   0.00
WGT:  -12.500    6.000 86804.403   0.00
WGT:  -12.500    6.500 274499.624   0.00
WGT:  -12.500    7.000 868044.028   0.00
WGT:  -12.500    7.500 2744996.239   0.00
WGT:  -12.500    8.000 8680440.283   0.00
WGT:  -12.500    8.500 27449962.386   0.00
WGT:  -12.500    9.000 86804402.825   0.00
WGT:  -12.500    9.500 274499623.858   0.00
WGT:  -12.500   10.000 868044028.250   0.04
WGT:  -12.500   10.500 2744996238.578   0.04
WGT:  -12.500   11.000 8680440282.501   0.04
WGT:  -12.500   11.500 27449962385.780   0.04
WGT:  -12.500   12.000 86804402825.015   0.04
WGT:  -12.500   12.500 274499623857.801   0.04
WGT:  -12.500   13.000 868044028250.148   0.04
WGT:  -12.000    3.000   87.400   0.00
WGT:  -12.000    3.500  276.382   0.00
WGT:  -12.000    4.000  873.995   0.00
WGT:  -12.000    4.500 2763.815   0.00
WGT:  -12.000    5.000 8739.952   0.00
WGT:  -12.000    5.500 27638.154   0.00
WGT:  -12.000    6.000 87399.516   0.00
WGT:  -12.000    6.500 276381.538   0.00
WGT:  -12.000    7.000 873995.163   0.00
WGT:  -12.000    7.500 2763815.380   0.00
WGT:  -12.000    8.000 8739951.632   0.00
WGT:  -12.000    8.500 27638153.797   0.00
WGT:  -12.000    9.000 87399516.321   0.00
WGT:  -12.000    9.500 276381537.972   0.00
WGT:  -12.000   10.000 873995163.211   0.04
WGT:  -12.000   10.500 2763815379.717   0.04
WGT:  -12.000   11.000 8739951632.110   0.04
WGT:  -12.000   11.500 27638153797.175   0.04
WGT:  -12.000   12.000 87399516321.104   0.04
WGT:  -12.000   12.500 276381537971.747   0.04
WGT:  -12.000   13.000 873995163211.036   0.04
WGT:  -11.500    3.000   89.260   0.00
WGT:  -11.500    3.500  282.264   0.00
WGT:  -11.500    4.000  892.598   0.00
WGT:  -11.500    4.500 2822.643   0.00
WGT:  -11.500    5.000 8925.981   0.00
WGT:  -11.500    5.500 28226.431   0.00
WGT:  -11.500    6.000 89259.811   0.00
WGT:  -11.500    6.500 282264.306   0.00
WGT:  -11.500    7.000 892598.108   0.00
WGT:  -11.500    7.500 2822643.058   0.00
WGT:  -11.500    8.000 8925981.083   0.00
WGT:  -11.500    8.500 28226430.575   0.00
WGT:  -11.500    9.000 89259810.835   0.00
WGT:  -11.500    9.500 282264305.753   0.00
WGT:  -11.500   10.000 892598108.347   0.04
WGT:  -11.500   10.500 2822643057.534   0.04
WGT:  -11.500   11.000 8925981083.468   0.04
WGT:  -11.500   11.500 28226430575.336   0.04
WGT:  -11.500   12.000 89259810834.677   0.04
WGT:  -11.500   12.500 282264305753.355   0.04
WGT:  -11.500   13.000 892598108346.772   0.04
WGT:  -11.000    3.000   94.937   0.00
WGT:  -11.000    3.500  300.218   0.00
WGT:  -11.000    4.000  949.372   0.00
WGT:  -11.000    4.500 3002.177   0.00
WGT:  -11.000    5.000 9493.717   0.00
WGT:  -11.000    5.500 30021.769   0.00
WGT:  -11.000    6.000 94937.169   0.00
WGT:  -11.000    6.500 300217.689   0.00
WGT:  -11.000    7.000 949371.692   0.00
WGT:  -11.000    7.500 3002176.892   0.00
WGT:  -11.000    8.000 9493716.917   0.00
WGT:  -11.000    8.500 30021768.919   0.00
WGT:  -11.000    9.000 94937169.170   0.00
WGT:  -11.000    9.500 300217689.186   0.00
WGT:  -11.000   10.000 949371691.699   0.04
WGT:  -11.000   10.500 3002176891.857   0.04
WGT:  -11.000   11.000 9493716916.993   0.04
WGT:  -11.000   11.500 30021768918.568   0.04
WGT:  -11.000   12.000 94937169169.926   0.04
WGT:  -11.000   12.500 300217689185.682   0.04
WGT:  -11.000   13.000 949371691699.257   0.04
WGT:  -10.500    3.000  111.123   0.00
WGT:  -10.500    3.500  351.402   0.00
WGT:  -10.500    4.000 1111.232   0.00
WGT:  -10.500    4.500 3514.025   0.00
WGT:  -10.500    5.000 11112.323   0.00
WGT:  -10.500    5.500 35140.249   0.00
WGT:  -10.500    6.000 111123.225   0.00
WGT:  -10.500    6.500 351402.493   0.00
WGT:  -10.500    7.000 1111232.254   0.00
WGT:  -10.500    7.500 3514024.931   0.00
WGT:  -10.500    8.000 11112322.538   0.00
WGT:  -10.500    8.500 35140249.314   0.00
WGT:  -10.500    9.000 111123225.380   0.00
WGT:  -10.500    9.500 351402493.144   0.00
WGT:  -10.500   10.000 1111232253.796   0.04
WGT:  -10.500   10.500 3514024931.437   0.04
WGT:  -10.500   11.000 11112322537.956   0.04
WGT:  -10.500   11.500 35140249314.365   0.04
WGT:  -10.500   12.000 111123225379.565   0.04
WGT:  -10.500   12.500 351402493143.654   0.04
WGT:  -10.500   13.000 1111232253795.648   0.04
WGT:  -10.000    3.000  150.379   0.00
WGT:  -10.000    3.500  475.540   0.00
WGT:  -10.000    4.000 1503.790   0.00
WGT:  -10.000    4.500 4755.403   0.00
WGT:  -10.000    5.000 15037.903   0.00
WGT:  -10.000    5.500 47554.025   0.00
WGT:  -10.000    6.000 150379.032   0.00
WGT:  -10.000    6.500 475540.254   0.00
WGT:  -10.000    7.000 1503790.323   0.00
WGT:  -10.000    7.500 4755402.543   0.00
WGT:  -10.000    8.000 15037903.228   0.00
WGT:  -10.000    8.500 47554025.433   0.00
WGT:  -10.000    9.000 150379032.279   0.00
WGT:  -10.000    9.500 475540254.334   0.00
WGT:  -10.000   10.000 1503790322.792   0.04
WGT:  -10.000   10.500 4755402543.342   0.04
WGT:  -10.000   11.000 15037903227.918   0.04
WGT:  -10.000   11.500 47554025433.420   0.04
WGT:  -10.000   12.000 150379032279.182   0.04
WGT:  -10.000   12.500 475540254334.196   0.04
WGT:  -10.000   13.000 1503790322791.819   0.04
WGT:   -9.500    3.000  222.817   0.00
WGT:   -9.500    3.500  704.608   0.00
WGT:   -9.500    4.000 2228.166   0.00
WGT:   -9.500    4.500 7046.080   0.00
WGT:   -9.500    5.000 22281.661   0.00
WGT:   -9.500    5.500 70460.800   0.00
WGT:   -9.500    6.000 222816.613   0.00
WGT:   -9.500    6.500 704607.997   0.00
WGT:   -9.500    7.000 2228166.129   0.00
WGT:   -9.500    7.500 7046079.973   0.00
WGT:   -9.500    8.000 22281661.289   0.00
WGT:   -9.500    8.500 70460799.725   0.00
WGT:   -9.500    9.000 222816612.889   0.00
WGT:   -9.500    9.500 704607997.255   0.00
WGT:   -9.500   10.000 2228166128.895   0.04
WGT:   -9.500   10.500 7046079972.547   0.04
WGT:   -9.500   11.000 22281661288.945   0.04
WGT:   -9.500   11.500 70460799725.470   0.04
WGT:   -9.500   12.000 222816612889.451   0.04
WGT:   -9.500   12.500 704607997254.698   0.04
WGT:   -9.500   13.000 2228166128894.514   0.04
WGT:   -9.000    3.000  322.874   0.00
WGT:   -9.000    3.500 1021.017   0.00
WGT:   -9.000    4.000 3228.741   0.00
WGT:   -9.000    4.500 10210.175   0.00
WGT:   -9.000    5.000 32287.407   0.00
WGT:   -9.000    5.500 102101.747   0.00
WGT:   -9.000    6.000 322874.073   0.00
WGT:   -9.000    6.500 1021017.469   0.00
WGT:   -9.000    7.000 3228740.732   0.00
WGT:   -9.000    7.500 10210174.688   0.00
WGT:   -9.000    8.000 32287407.324   0.00
WGT:   -9.000    8.500 102101746.885   0.00
WGT:   -9.000    9.000 322874073.238   0.00
WGT:   -9.000    9.500 1021017468.847   0.00
WGT:   -9.000   10.000 3228740732.377   0.04
WGT:   -9.000   10.500 10210174688.471   0.04
WGT:   -9.000   11.000 32287407323.768   0.04
WGT:   -9.000   11.500 102101746884.709   0.04
WGT:   -9.000   12.000 322874073237.680   0.04
WGT:   -9.000   12.500 1021017468847.085   0.04
WGT:   -9.000   13.000 3228740732376.802   0.04
WGT:   -8.500    3.000  437.134   0.00
WGT:   -8.500    3.500 1382.340   0.00
WGT:   -8.500    4.000 4371.344   0.00
WGT:   -8.500    4.500 13823.403   0.00
WGT:   -8.500    5.000 43713.440   0.00
WGT:   -8.500    5.500 138234.034   0.00
WGT:   -8.500    6.000 437134.398   0.00
WGT:   -8.500    6.500 1382340.341   0.00
WGT:   -8.500    7.000 4371343.978   0.00
WGT:   -8.500    7.500 13823403.406   0.00
WGT:   -8.500    8.000 43713439.777   0.00
WGT:   -8.500    8.500 138234034.056   0.00
WGT:   -8.500    9.000 437134397.771   0.00
WGT:   -8.500    9.500 1382340340.561   0.00
WGT:   -8.500   10.000 4371343977.705   0.04
WGT:   -8.500   10.500 13823403405.610   0.04
WGT:   -8.500   11.000 43713439777.055   0.04
WGT:   -8.500   11.500 138234034056.097   0.04
WGT:   -8.500   12.000 437134397770.549   0.04
