# wavelength_angstroms eazyspectemp00 eazyspectemp01 eazyspectemp02 eazyspectemp03 eazyspectemp04 eazyspectemp05 eazyspectemp06 eazyspectemp07 eazyspectemp08 eazyspectemp09 eazyspectemp10 eazyspectemp11 eazyspectemp12
5287.071 0.0004806689 0.0003213998 0.0003535775 0.0003196713 0.00019159 0.0002306064 0.0002047962 0.0001324463 0.0001595606 0.0001406943 9.115322e-05 9.134202e-05 2.871369e-05
5287.971 0.0004865067 0.0003260476 0.0003581501 0.0003250173 0.0001944215 0.0002357028 0.0002104865 0.0001344923 0.0001649444 0.0001460578 9.26419e-05 9.403198e-05 2.970724e-05
5288.871 0.0004855114 0.0003253138 0.000357807 0.0003250298 0.0001939571 0.0002353444 0.0002095624 0.0001341847 0.0001637 0.0001447797 9.245437e-05 9.360481e-05 2.95047e-05
5289.771 0.0004829358 0.0003231669 0.0003564988 0.0003237169 0.0001925991 0.0002335902 0.0002072325 0.000133247 0.0001611243 0.0001421296 9.182418e-05 9.24944e-05 2.905281e-05
5290.672 0.0004830013 0.0003231329 0.0003569389 0.0003245438 0.0001925573 0.000234012 0.0002079527 0.0001332422 0.0001617296 0.0001427371 9.184571e-05 9.276454e-05 2.917012e-05
5291.572 0.0004848624 0.0003247248 0.0003581892 0.0003263373 0.0001935813 0.0002358298 0.0002105468 0.0001339661 0.0001644758 0.0001456056 9.235771e-05 9.395304e-05 2.967637e-05
5292.472 0.0004852453 0.000325226 0.0003582875 0.0003267159 0.0001939843 0.0002363578 0.0002114565 0.000134227 0.000165577 0.0001468181 9.252458e-05 9.438275e-05 2.988754e-05
5293.372 0.0004826899 0.0003233821 0.0003564345 0.0003252607 0.0001929227 0.0002348039 0.0002095095 0.0001334754 0.0001636044 0.0001448822 9.199329e-05 9.34469e-05 2.954759e-05
5294.273 0.0004796643 0.0003209294 0.0003543785 0.0003233901 0.0001914473 0.0002326226 0.0002065896 0.0001324588 0.0001606775 0.00014194 9.129526e-05 9.211355e-05 2.903619e-05
5295.173 0.0004790004 0.0003202207 0.0003542379 0.0003237366 0.0001910371 0.0002320857 0.0002057575 0.0001321868 0.0001597037 0.0001409397 9.112045e-05 9.17089e-05 2.887664e-05
5296.073 0.0004788905 0.0003201476 0.0003543961 0.0003236557 0.0001909846 0.000231949 0.0002056001 0.0001321527 0.0001592584 0.0001403854 9.111447e-05 9.159273e-05 2.880252e-05
5296.974 0.0004752335 0.0003173358 0.0003520036 0.000319934 0.0001892125 0.0002288443 0.0002016321 0.0001308948 0.0001549738 0.0001358892 9.024524e-05 8.975265e-05 2.802489e-05
5297.874 0.0004671266 0.0003108075 0.0003464535 0.0003143186 0.0001851695 0.0002224186 0.0001928948 0.0001280232 0.0001457658 0.0001264268 8.821755e-05 8.562843e-05 2.635463e-05
5298.774 0.0004589714 0.0003043362 0.0003402897 0.0003076959 0.0001812291 0.0002156956 0.0001841369 0.0001252322 0.0001368267 0.0001172956 8.622255e-05 8.153033e-05 2.473319e-05
5299.674 0.0004584481 0.0003039518 0.0003395232 0.0003058371 0.000181068 0.0002148153 0.0001835455 0.0001251485 0.0001364078 0.000116847 8.615146e-05 8.128443e-05 2.466344e-05
5300.574 0.0004654563 0.0003097144 0.0003443475 0.0003111292 0.0001846526 0.0002209328 0.000191684 0.0001277412 0.000144747 0.0001253079 8.80119e-05 8.50898e-05 2.619784e-05
5301.475 0.00047089 0.0003141288 0.0003484453 0.0003158915 0.0001873629 0.0002260336 0.0001980187 0.0001297205 0.0001512428 0.0001318791 8.94655e-05 8.812774e-05 2.739955e-05
5302.375 0.000470169 0.0003134838 0.0003483508 0.0003154561 0.0001869608 0.0002256199 0.000197489 0.0001294839 0.0001510133 0.0001316875 8.934354e-05 8.803868e-05 2.737324e-05
5303.275 0.0004684356 0.000312081 0.0003471567 0.0003138711 0.0001861316 0.0002240694 0.000196004 0.0001289102 0.0001501459 0.0001310327 8.89481e-05 8.750031e-05 2.723213e-05
5304.176 0.0004711213 0.0003141056 0.0003490231 0.0003158029 0.0001874453 0.0002259989 0.0001990408 0.0001298509 0.0001537248 0.0001349353 8.960907e-05 8.899952e-05 2.790687e-05
5305.076 0.0004770096 0.0003188673 0.0003531359 0.0003208551 0.0001904666 0.0002309584 0.0002054889 0.0001320131 0.000160226 0.000141687 9.11352e-05 9.197567e-05 2.911922e-05
5305.976 0.0004813077 0.0003225338 0.0003561122 0.0003247795 0.0001928403 0.0002347175 0.0002102148 0.0001336884 0.0001649322 0.0001465829 9.23003e-05 9.414469e-05 2.999932e-05
5306.876 0.0004811833 0.0003225623 0.0003561608 0.0003251817 0.0001929595 0.0002347296 0.0002104256 0.000133734 0.0001652802 0.0001471572 9.230227e-05 9.422816e-05 3.008069e-05
5307.776 0.0004773232 0.0003196586 0.0003533267 0.0003221746 0.0001911692 0.0002320249 0.0002070383 0.0001324634 0.0001620322 0.0001440333 9.141566e-05 9.270437e-05 2.950523e-05
5308.677 0.0004741855 0.0003174458 0.0003507669 0.0003187576 0.0001897679 0.0002298567 0.0002041833 0.000131523 0.0001591935 0.0001411285 9.079255e-05 9.147191e-05 2.900221e-05
5309.577 0.0004751799 0.0003185685 0.0003511318 0.0003179032 0.0001904741 0.0002306519 0.0002053576 0.0001320628 0.0001603374 0.0001421263 9.119845e-05 9.208398e-05 2.922215e-05
5310.477 0.0004787911 0.0003213757 0.0003536462 0.0003206465 0.0001922352 0.0002335844 0.0002090053 0.0001333466 0.0001638887 0.0001455867 9.212202e-05 9.379049e-05 2.988237e-05
5311.377 0.0004810505 0.0003227394 0.0003557305 0.0003240951 0.0001930909 0.0002355415 0.0002112006 0.0001339901 0.0001658626 0.0001475296 9.259812e-05 9.475761e-05 3.025558e-05
5312.277 0.0004803563 0.0003221077 0.000355463 0.0003245052 0.0001926948 0.0002354159 0.0002109303 0.0001337408 0.0001654229 0.0001470633 9.244947e-05 9.459076e-05 3.018843e-05
5313.178 0.0004783551 0.0003207805 0.0003540302 0.0003230725 0.00019188 0.0002343332 0.0002096161 0.0001331792 0.0001638563 0.0001454441 9.207277e-05 9.390786e-05 2.991636e-05
5314.078 0.0004761393 0.0003190969 0.0003526228 0.0003218197 0.0001908971 0.0002327461 0.0002077254 0.0001324647 0.0001617913 0.0001433606 9.155783e-05 9.294511e-05 2.95535e-05
5314.978 0.0004745253 0.0003178881 0.0003514553 0.0003204433 0.0001902401 0.0002314121 0.0002062955 0.0001319622 0.000160549 0.0001421569 9.117514e-05 9.230253e-05 2.934225e-05
5315.878 0.0004732185 0.0003173457 0.0003499392 0.0003180923 0.0001900481 0.0002303096 0.0002054965 0.0001317504 0.0001601802 0.0001419046 9.097376e-05 9.202105e-05 2.929135e-05
5316.779 0.0004681004 0.0003144626 0.0003446566 0.0003125527 0.0001884996 0.0002267609 0.0002023459 0.000130492 0.0001580143 0.0001402151 8.998152e-05 9.065553e-05 2.891576e-05
5317.679 0.0004610606 0.0003097951 0.0003380636 0.0003057751 0.0001858401 0.0002214305 0.0001972516 0.0001284521 0.0001544056 0.0001373197 8.843705e-05 8.84813e-05 2.828112e-05
5318.579 0.0004608094 0.0003091102 0.000338461 0.0003061381 0.000185407 0.0002208134 0.00019648 0.0001281873 0.0001538421 0.0001368193 8.827911e-05 8.822307e-05 2.819488e-05
5319.48 0.0004669642 0.0003127989 0.0003448818 0.0003129796 0.0001874599 0.0002254755 0.0002006733 0.0001298558 0.0001565599 0.0001387775 8.961294e-05 9.004623e-05 2.869198e-05
5320.38 0.0004713208 0.0003154648 0.0003495726 0.0003180077 0.0001888939 0.0002291221 0.0002038344 0.0001310568 0.0001583013 0.0001397772 9.060346e-05 9.136528e-05 2.900525e-05
5321.28 0.0004720949 0.0003159561 0.0003507351 0.0003195657 0.0001891022 0.0002300725 0.0002045137 0.0001312831 0.0001584117 0.0001396161 9.082989e-05 9.161235e-05 2.902701e-05
5322.18 0.0004719934 0.0003159575 0.0003507454 0.0003192207 0.0001890933 0.0002299041 0.0002043012 0.0001313012 0.0001582151 0.0001393831 9.086192e-05 9.156953e-05 2.899957e-05
5323.081 0.0004718888 0.0003160964 0.0003503457 0.000317387 0.0001892467 0.0002292334 0.0002034528 0.000131412 0.0001575883 0.0001386861 9.093115e-05 9.133378e-05 2.88935e-05
5323.981 0.0004702559 0.0003151464 0.0003484741 0.0003144863 0.0001887614 0.0002272167 0.0002005452 0.000131038 0.0001548094 0.0001356843 9.063271e-05 9.010088e-05 2.838159e-05
5324.881 0.0004656558 0.0003117824 0.0003443228 0.0003094103 0.0001867946 0.0002225443 0.0001945678 0.0001295817 0.0001489257 0.0001294676 8.954693e-05 8.735509e-05 2.728635e-05
5325.781 0.0004619958 0.0003088902 0.0003410816 0.0003057215 0.0001851069 0.0002190674 0.0001906567 0.0001283601 0.0001454167 0.0001258963 8.864757e-05 8.558772e-05 2.664219e-05
5326.682 0.0004633515 0.0003098443 0.0003421837 0.0003081487 0.0001857481 0.0002208834 0.0001931543 0.0001288526 0.0001480856 0.0001287897 8.900913e-05 8.6717e-05 2.716037e-05
5327.582 0.0004636675 0.0003100943 0.0003429401 0.0003096163 0.0001858851 0.0002216775 0.0001936287 0.0001289781 0.0001480202 0.0001286019 8.912803e-05 8.68205e-05 2.715313e-05
5328.482 0.0004543559 0.0003028943 0.0003358257 0.0003005762 0.0001813942 0.000213098 0.0001820951 0.0001257485 0.0001362662 0.0001163579 8.683401e-05 8.156771e-05 2.495011e-05
5329.382 0.0004403409 0.0002921035 0.0003245171 0.0002865897 0.0001747133 0.0002006627 0.0001665835 0.0001209592 0.0001213858 0.0001013066 8.341137e-05 7.461317e-05 2.217832e-05
5330.282 0.0004386967 0.0002906735 0.0003231899 0.0002851689 0.0001738285 0.0002000111 0.0001667127 0.0001203743 0.0001218063 0.0001019699 8.301222e-05 7.464187e-05 2.228299e-05
5331.183 0.0004513224 0.0003004284 0.0003335484 0.0002994979 0.0001798644 0.000212639 0.0001828777 0.000124726 0.0001371579 0.0001175826 8.615283e-05 8.176613e-05 2.517146e-05
5332.083 0.0004644433 0.0003102287 0.0003464229 0.0003278473 0.0001859369 0.0002282625 0.0001998066 0.0001291195 0.0001509279 0.0001315923 8.932821e-05 8.830289e-05 2.776212e-05
5332.983 0.0004690901 0.0003137035 0.0003517772 0.0003412417 0.0001881263 0.0002342502 0.0002053712 0.0001307462 0.0001548724 0.0001357687 9.052438e-05 9.030013e-05 2.852858e-05
5333.883 0.0004670211 0.0003128943 0.0003481061 0.0003245807 0.0001876859 0.0002290659 0.0002008806 0.0001304585 0.0001531976 0.0001342468 9.034804e-05 8.959509e-05 2.82473e-05
5334.783 0.0004664442 0.0003130995 0.0003456869 0.0003129093 0.0001879006 0.0002262428 0.0001994312 0.0001306178 0.0001540247 0.0001352489 9.045869e-05 8.987338e-05 2.842075e-05
5335.684 0.0004696111 0.0003156796 0.0003479012 0.0003151686 0.0001896 0.0002288121 0.0002036072 0.0001318092 0.0001587109 0.0001401951 9.127523e-05 9.182745e-05 2.930366e-05
5336.584 0.0004716323 0.0003171529 0.0003496685 0.000317423 0.0001905777 0.0002303881 0.000206039 0.0001324811 0.0001615836 0.0001433321 9.173467e-05 9.299515e-05 2.984884e-05
5337.484 0.0004697345 0.0003156418 0.0003483365 0.0003157095 0.0001896668 0.0002287213 0.0002042684 0.0001318314 0.0001603645 0.0001423454 9.128046e-05 9.232047e-05 2.963721e-05
5338.384 0.0004668909 0.0003135061 0.0003459318 0.0003129227 0.0001883691 0.0002265447 0.0002019422 0.0001309158 0.0001584207 0.0001405719 9.063845e-05 9.131996e-05 2.929453e-05
5339.285 0.0004663836 0.0003131329 0.0003452947 0.0003123451 0.0001882142 0.0002261485 0.0002015764 0.0001307924 0.0001577146 0.0001397436 9.053043e-05 9.10009e-05 2.917591e-05
5340.185 0.0004646875 0.0003117158 0.000344211 0.000311469 0.0001874213 0.0002244691 0.0001990484 0.000130196 0.0001543253 0.0001358705 9.007653e-05 8.956017e-05 2.854114e-05
5341.085 0.000458293 0.0003067302 0.0003397088 0.0003066355 0.0001843336 0.0002190851 0.0001915386 0.0001280026 0.000146164 0.0001271441 8.852978e-05 8.59599e-05 2.701268e-05
5341.985 0.0004537208 0.0003031419 0.000336439 0.000302536 0.0001820004 0.0002154347 0.0001864367 0.0001264405 0.0001408874 0.0001215237 8.749526e-05 8.370711e-05 2.602975e-05
5342.886 0.0004581886 0.000306405 0.0003399225 0.0003061519 0.0001839337 0.0002191952 0.0001909756 0.0001279417 0.0001454521 0.0001260779 8.86422e-05 8.597463e-05 2.689308e-05
5343.786 0.0004662288 0.0003126561 0.0003460312 0.000313187 0.0001878092 0.0002261062 0.0001995775 0.0001307493 0.0001538813 0.0001346417 9.067646e-05 9.00016e-05 2.848521e-05
5344.686 0.0004699371 0.000315727 0.0003489941 0.0003169007 0.0001897378 0.0002298014 0.0002042572 0.0001321357 0.0001582122 0.0001390798 9.168061e-05 9.207892e-05 2.931635e-05
5345.587 0.0004691251 0.0003153882 0.0003483917 0.0003164555 0.0001895502 0.0002297893 0.0002043084 0.0001320003 0.0001581681 0.0001390635 9.159167e-05 9.206594e-05 2.932941e-05
5346.487 0.0004654128 0.0003126744 0.0003456538 0.0003134936 0.0001879144 0.0002271574 0.0002011149 0.0001308051 0.0001552179 0.00013611 9.072971e-05 9.063281e-05 2.879448e-05
5347.387 0.0004630281 0.0003105772 0.0003442959 0.000312455 0.0001867073 0.0002251953 0.0001988299 0.0001299308 0.0001531119 0.0001340513 9.00833e-05 8.95572e-05 2.841473e-05
5348.287 0.0004641074 0.0003114185 0.0003450966 0.0003139167 0.000187327 0.0002260194 0.0001998144 0.0001303842 0.0001540814 0.00013508 9.039349e-05 8.999398e-05 2.861213e-05
5349.188 0.0004638278 0.00031122 0.0003449698 0.0003145855 0.0001871907 0.0002259435 0.0001991146 0.0001303309 0.0001531235 0.0001340677 9.039323e-05 8.967404e-05 2.844753e-05
5350.088 0.0004610344 0.0003085361 0.0003437283 0.0003139951 0.0001854444 0.0002235513 0.0001955784 0.0001291478 0.0001493346 0.0001302308 8.961282e-05 8.802253e-05 2.775543e-05
5350.988 0.0004607431 0.0003078865 0.0003441052 0.0003141158 0.0001850249 0.000222975 0.0001951811 0.0001289114 0.0001490708 0.0001300845 8.948519e-05 8.78717e-05 2.772456e-05
5351.888 0.0004654737 0.0003116383 0.0003474323 0.0003170113 0.0001874358 0.0002266721 0.0002004052 0.0001306676 0.0001546263 0.000135786 9.074224e-05 9.040278e-05 2.877985e-05
5352.788 0.0004710719 0.0003164158 0.0003512113 0.0003209893 0.0001905479 0.0002312148 0.000206325 0.0001328682 0.0001606594 0.0001418916 9.228021e-05 9.321207e-05 2.992003e-05
5353.689 0.0004723901 0.0003181423 0.000351731 0.0003217209 0.0001917502 0.0002324932 0.0002079581 0.0001336826 0.0001623284 0.0001436655 9.282416e-05 9.398478e-05 3.024297e-05
5354.589 0.0004716469 0.0003180054 0.0003505481 0.0003203217 0.0001917316 0.0002319428 0.00020731 0.0001336662 0.0001619512 0.0001433857 9.279911e-05 9.377205e-05 3.018099e-05
5355.489 0.0004739355 0.0003197371 0.0003520717 0.0003218926 0.0001928444 0.0002334599 0.0002093481 0.0001344782 0.000164115 0.0001455447 9.337739e-05 9.47797e-05 3.059493e-05
5356.389 0.0004773997 0.0003224801 0.0003546574 0.0003249115 0.000194559 0.0002364543 0.0002131133 0.0001357325 0.0001676811 0.0001490546 9.429141e-05 9.652153e-05 3.127836e-05
5357.289 0.0004781746 0.0003232267 0.0003552849 0.0003258002 0.0001950104 0.0002377809 0.0002146975 0.0001360978 0.0001691772 0.0001505722 9.459373e-05 9.7291e-05 3.158097e-05
5358.19 0.0004773097 0.0003226642 0.0003547843 0.0003251929 0.0001946732 0.000237587 0.0002145724 0.000135894 0.000169125 0.0001506234 9.448146e-05 9.727917e-05 3.159561e-05
5359.09 0.0004769352 0.0003225432 0.0003544908 0.0003252765 0.000194671 0.000237513 0.0002145046 0.0001359018 0.0001689863 0.0001505115 9.448487e-05 9.722045e-05 3.158758e-05
5359.99 0.000477178 0.0003227208 0.0003548012 0.0003260528 0.000194853 0.0002376303 0.0002145909 0.0001360277 0.0001688148 0.0001502326 9.456384e-05 9.718903e-05 3.156684e-05
5360.89 0.0004769432 0.0003223905 0.0003549234 0.0003262218 0.0001946671 0.0002373171 0.0002141843 0.000135899 0.0001681516 0.0001494826 9.447792e-05 9.694037e-05 3.145447e-05
5361.791 0.0004740925 0.0003202935 0.0003527921 0.0003240512 0.0001933527 0.0002355458 0.0002120387 0.0001349626 0.0001659174 0.0001472822 9.382686e-05 9.589242e-05 3.104971e-05
5362.691 0.0004681182 0.0003159875 0.0003480479 0.0003190624 0.0001906987 0.0002316431 0.0002078093 0.0001330454 0.000161921 0.0001434842 9.245976e-05 9.38625e-05 3.031713e-05
5363.591 0.000463075 0.0003121854 0.0003439187 0.0003148362 0.0001884541 0.0002277304 0.0002038837 0.0001313771 0.0001587468 0.0001406706 9.122489e-05 9.207401e-05 2.974172e-05
5364.492 0.0004619548 0.0003112361 0.0003425845 0.0003132183 0.0001879732 0.0002261414 0.0002022749 0.000130997 0.0001579241 0.0001400611 9.091564e-05 9.150696e-05 2.960098e-05
5365.392 0.0004624339 0.0003113744 0.0003429232 0.0003126105 0.0001880688 0.0002255089 0.0002009538 0.0001311001 0.0001567449 0.0001387456 9.10076e-05 9.108225e-05 2.938965e-05
5366.292 0.0004614495 0.0003104562 0.0003425549 0.0003111709 0.0001874435 0.0002242895 0.0001987802 0.0001307336 0.0001543168 0.0001360492 9.080404e-05 9.017234e-05 2.894341e-05
5367.192 0.0004612253 0.0003105373 0.0003423455 0.0003105009 0.0001874915 0.0002244927 0.0001987452 0.000130823 0.0001539767 0.0001354876 9.090054e-05 9.015583e-05 2.888894e-05
5368.092 0.0004619475 0.0003114439 0.0003426538 0.0003107223 0.0001881071 0.0002254531 0.0001999974 0.0001312803 0.0001550216 0.0001363702 9.122872e-05 9.069836e-05 2.909442e-05
5368.993 0.000461991 0.0003116055 0.0003425035 0.0003100761 0.0001882817 0.0002253334 0.0002000895 0.0001314121 0.000155139 0.0001364265 9.131341e-05 9.074688e-05 2.912733e-05
5369.893 0.0004604518 0.00031036 0.0003412013 0.0003081808 0.0001875797 0.0002238329 0.0001983739 0.0001308979 0.0001533909 0.0001346092 9.092868e-05 8.99292e-05 2.880647e-05
5370.793 0.0004551392 0.0003060482 0.0003373273 0.0003040595 0.0001849395 0.0002191781 0.0001924084 0.0001289655 0.0001471525 0.0001280726 8.952463e-05 8.703347e-05 2.761856e-05
5371.694 0.0004480331 0.0003001772 0.0003322395 0.0002989059 0.0001812339 0.0002129077 0.0001840582 0.0001263038 0.000138461 0.0001188178 8.763244e-05 8.304937e-05 2.594622e-05
5372.594 0.0004455152 0.0002980599 0.000330054 0.0002965198 0.000179806 0.0002106846 0.0001807405 0.0001253544 0.0001350782 0.0001148996 8.701304e-05 8.16008e-05 2.527706e-05
5373.494 0.0004516604 0.0003030272 0.0003343296 0.0003011017 0.0001828436 0.0002162146 0.0001877081 0.0001276353 0.0001421743 0.0001220472 8.871346e-05 8.500337e-05 2.66328e-05
5374.394 0.0004621076 0.0003114847 0.0003426759 0.0003106818 0.0001881851 0.0002255217 0.0001997261 0.000131504 0.0001541703 0.0001346791 9.150379e-05 9.063454e-05 2.896389e-05
5375.294 0.0004688985 0.0003168893 0.0003485468 0.0003178692 0.0001916651 0.0002316165 0.0002075021 0.0001339984 0.0001619928 0.0001431175 9.328566e-05 9.4285e-05 3.050469e-05
5376.195 0.0004714252 0.0003186164 0.0003510961 0.0003217669 0.0001927937 0.0002340337 0.0002104562 0.0001348146 0.0001649281 0.0001463142 9.387776e-05 9.566402e-05 3.109626e-05
5377.095 0.0004709279 0.000317947 0.0003511996 0.0003230126 0.0001923645 0.0002341363 0.0002103579 0.0001345342 0.0001644726 0.0001457983 9.370817e-05 9.552741e-05 3.10308e-05
5377.995 0.000468184 0.0003160214 0.0003490443 0.0003203029 0.0001911792 0.0002323704 0.0002081387 0.0001337116 0.000161962 0.0001431474 9.314623e-05 9.444482e-05 3.057296e-05
5378.895 0.0004673279 0.0003155282 0.0003484824 0.0003187783 0.000190963 0.0002314055 0.0002071874 0.0001335642 0.0001610815 0.0001423184 9.303361e-05 9.403005e-05 3.042438e-05
5379.795 0.0004680648 0.0003164266 0.0003488412 0.0003185988 0.0001916395 0.000231679 0.0002079862 0.0001340341 0.0001624421 0.0001440216 9.334065e-05 9.452708e-05 3.070164e-05
5380.696 0.0004667649 0.0003157579 0.0003475429 0.0003171362 0.0001912793 0.0002307293 0.000207213 0.0001337728 0.0001624442 0.0001445156 9.314805e-05 9.433802e-05 3.07284e-05
5381.596 0.0004632784 0.0003130673 0.0003449462 0.0003146392 0.0001895787 0.0002282233 0.000204298 0.0001325799 0.0001602138 0.0001426485 9.232625e-05 9.314274e-05 3.033209e-05
5382.496 0.0004609171 0.000311234 0.0003429549 0.0003125184 0.0001884129 0.0002265624 0.0002022428 0.0001317619 0.0001584103 0.0001408265 9.176767e-05 9.228155e-05 3.00027e-05
5383.396 0.0004604053 0.0003108652 0.0003422823 0.0003113887 0.0001882182 0.0002258711 0.0002013365 0.0001316034 0.0001571609 0.0001391783 9.164173e-05 9.178723e-05 2.975679e-05
5384.297 0.0004597198 0.0003102943 0.0003417117 0.000310113 0.000187895 0.000224784 0.0001998664 0.0001313576 0.0001553252 0.0001368749 9.145183e-05 9.102385e-05 2.939211e-05
5385.197 0.0004606504 0.0003108384 0.0003427077 0.0003112942 0.0001881894 0.0002257257 0.0002007476 0.0001316282 0.0001559556 0.0001372753 9.168764e-05 9.143355e-05 2.95141e-05
5386.097 0.000463743 0.0003131449 0.0003454989 0.0003149542 0.0001895772 0.0002291911 0.0002049453 0.000132706 0.0001598452 0.0001412157 9.252588e-05 9.338369e-05 3.02787e-05
5386.998 0.0004651092 0.0003143286 0.0003468936 0.0003171555 0.0001903621 0.0002312447 0.000207681 0.0001332923 0.0001622991 0.0001438256 9.297164e-05 9.458109e-05 3.077558e-05
5387.898 0.0004638937 0.0003136599 0.0003460686 0.0003169977 0.0001900673 0.0002308351 0.0002074122 0.0001330445 0.0001617507 0.0001433511 9.27692e-05 9.429874e-05 3.069248e-05
5388.798 0.0004625292 0.0003127687 0.0003449081 0.0003161142 0.0001895981 0.0002298366 0.0002061101 0.0001326862 0.0001602624 0.0001418192 9.248991e-05 9.361127e-05 3.04214e-05
5389.698 0.0004612638 0.0003115691 0.0003440925 0.0003153591 0.0001888525 0.000228554 0.00020404 0.0001321833 0.0001580753 0.0001395324 9.214543e-05 9.266931e-05 3.001504e-05
5390.599 0.0004584775 0.000309003 0.0003426694 0.0003144195 0.0001872147 0.0002263478 0.0002008779 0.0001310533 0.0001546142 0.0001359749 9.136965e-05 9.111523e-05 2.936916e-05
5391.499 0.0004558177 0.000306661 0.0003413058 0.0003130446 0.0001857558 0.0002242349 0.0001982221 0.0001300312 0.0001516598 0.0001329262 9.065487e-05 8.976674e-05 2.88217e-05
5392.399 0.0004549136 0.0003059373 0.0003409372 0.0003116754 0.0001853539 0.0002230977 0.0001971004 0.0001297466 0.0001505992 0.0001318069 9.044832e-05 8.926999e-05 2.862968e-05
5393.299 0.0004547779 0.0003062559 0.0003403465 0.0003100592 0.0001856148 0.0002226338 0.0001967104 0.0001299316 0.0001506759 0.0001318893 9.057689e-05 8.927254e-05 2.86473e-05
5394.2 0.0004545084 0.000306447 0.0003392941 0.0003083114 0.000185777 0.0002222382 0.0001962305 0.0001300511 0.0001507912 0.000131935 9.066824e-05 8.929112e-05 2.866304e-05
5395.1 0.0004543417 0.0003063782 0.000339012 0.0003086524 0.000185753 0.0002226089 0.0001965702 0.000130057 0.0001510706 0.0001320043 9.069207e-05 8.944841e-05 2.870904e-05
5396.0 0.0004544511 0.0003065547 0.000339136 0.0003093394 0.0001858979 0.0002234692 0.0001977661 0.0001301754 0.0001518504 0.0001325991 9.078747e-05 8.986211e-05 2.885888e-05
5396.9 0.0004520605 0.0003047062 0.0003373854 0.00030749 0.0001847701 0.0002217819 0.0001959077 0.0001293502 0.0001498953 0.0001305824 9.019334e-05 8.893135e-05 2.849111e-05
5397.8 0.0004454343 0.0002993917 0.0003324759 0.0003025202 0.0001814351 0.0002162365 0.000188863 0.0001269417 0.0001430654 0.0001236684 8.847267e-05 8.567064e-05 2.718499e-05
5398.701 0.0004421543 0.0002967399 0.0003296742 0.0002992317 0.0001797859 0.0002131532 0.0001848303 0.0001258081 0.0001394389 0.0001200356 8.767873e-05 8.39319e-05 2.650134e-05
5399.601 0.0004478706 0.0003013019 0.0003336684 0.0003028266 0.0001827253 0.0002174946 0.0001905349 0.0001279669 0.0001454475 0.0001263518 8.922963e-05 8.673753e-05 2.769171e-05
5400.501 0.0004545279 0.0003066619 0.0003387828 0.000307922 0.0001861862 0.0002229102 0.000197682 0.0001304409 0.0001526803 0.0001339561 9.099245e-05 9.01394e-05 2.912346e-05
5401.401 0.0004548677 0.0003071429 0.000339159 0.0003088475 0.0001865419 0.0002237882 0.0001989329 0.0001306593 0.0001537992 0.0001352369 9.114385e-05 9.065266e-05 2.936308e-05
5402.301 0.0004535045 0.000306145 0.000338292 0.0003091827 0.0001859404 0.0002235761 0.0001988778 0.0001301949 0.0001535686 0.0001350075 9.080937e-05 9.048756e-05 2.932849e-05
5403.202 0.0004545039 0.0003070132 0.0003391872 0.00031082 0.0001865236 0.0002249992 0.0002010464 0.0001306074 0.0001558442 0.0001373628 9.110693e-05 9.148067e-05 2.977799e-05
5404.102 0.0004534098 0.0003064855 0.0003381857 0.0003088486 0.0001862489 0.0002239302 0.0001999081 0.0001304235 0.0001551626 0.0001368789 9.097758e-05 9.109947e-05 2.966419e-05
5405.002 0.0004469362 0.0003015483 0.0003329524 0.0003015705 0.000183188 0.0002176549 0.0001916626 0.0001282478 0.000147298 0.0001289452 8.942319e-05 8.742333e-05 2.815693e-05
5405.902 0.0004388972 0.0002950177 0.0003264929 0.0002936063 0.0001790544 0.0002102744 0.0001816772 0.0001253332 0.000137215 0.0001183094 8.736376e-05 8.282894e-05 2.620124e-05
5406.803 0.0004349861 0.0002916319 0.0003235462 0.0002902335 0.0001768473 0.0002070961 0.0001772844 0.0001238396 0.0001324028 0.0001128451 8.635518e-05 8.075175e-05 2.525508e-05
5407.703 0.0004381278 0.0002938782 0.0003264539 0.0002939928 0.0001782425 0.0002103014 0.0001814321 0.0001249255 0.0001360523 0.0001163176 8.718378e-05 8.257454e-05 2.596518e-05
5408.603 0.0004450893 0.0002992957 0.0003324983 0.0003019695 0.0001817011 0.0002170867 0.0001902488 0.0001274485 0.0001444428 0.0001250616 8.901081e-05 8.653271e-05 2.762024e-05
5409.503 0.0004484178 0.000302049 0.0003355117 0.0003065745 0.00018346 0.0002208345 0.000194975 0.0001287059 0.0001490254 0.000130023 8.99198e-05 8.867032e-05 2.853844e-05
5410.404 0.0004454452 0.0002996533 0.000333543 0.0003045271 0.0001819456 0.0002185217 0.000191982 0.0001276139 0.0001461672 0.0001272431 8.914755e-05 8.730607e-05 2.800244e-05
5411.304 0.0004419033 0.0002968124 0.0003307521 0.0003003746 0.0001802008 0.000214961 0.000187755 0.0001263823 0.0001424272 0.0001234925 8.826325e-05 8.546957e-05 2.72905e-05
5412.204 0.0004444504 0.0002991805 0.0003320284 0.0003010695 0.0001817823 0.000216741 0.0001904034 0.0001275569 0.0001455623 0.0001267535 8.910012e-05 8.687621e-05 2.791359e-05
5413.105 0.0004515642 0.0003050946 0.0003371216 0.0003069583 0.0001855696 0.0002229319 0.0001982759 0.000130328 0.00015338 0.0001347111 9.11031e-05 9.062487e-05 2.944728e-05
