# wavelength_angstroms eazyspectemp00 eazyspectemp01 eazyspectemp02 eazyspectemp03 eazyspectemp04 eazyspectemp05 eazyspectemp06 eazyspectemp07 eazyspectemp08 eazyspectemp09 eazyspectemp10 eazyspectemp11 eazyspectemp12
4044.742 0.000895856 0.0004963757 0.0005447783 0.0004046728 0.0002260086 0.0002503613 0.0001788086 0.0001281127 0.0001113688 8.164028e-05 7.210021e-05 5.551093e-05 9.075919e-06
4045.643 0.0008773067 0.000484551 0.0005291946 0.0003844643 0.0002206343 0.0002354614 0.0001594448 0.0001249896 9.451302e-05 6.581301e-05 7.022961e-05 4.999649e-05 7.713267e-06
4046.543 0.000864609 0.0004756189 0.0005194553 0.0003683448 0.0002165799 0.0002232011 0.0001440829 0.0001226817 8.196956e-05 5.360613e-05 6.886688e-05 4.582878e-05 6.676761e-06
4047.443 0.0008717355 0.0004803601 0.0005251488 0.0003722643 0.0002189307 0.0002272027 0.0001493133 0.0001240584 8.602266e-05 5.610121e-05 6.968434e-05 4.726316e-05 6.969346e-06
4048.343 0.0008893665 0.0004926439 0.0005388395 0.00039283 0.0002247245 0.0002435666 0.0001701716 0.0001274171 0.0001023298 7.05329e-05 7.168882e-05 5.276567e-05 8.283619e-06
4049.244 0.0008990327 0.0004993263 0.0005467853 0.0004072075 0.0002278983 0.000254084 0.0001840867 0.000129239 0.0001145429 8.278357e-05 7.278075e-05 5.668778e-05 9.309351e-06
4050.144 0.0008996961 0.0005005374 0.0005470689 0.0004074087 0.0002286244 0.0002552237 0.0001862257 0.0001295947 0.0001184659 8.789436e-05 7.297706e-05 5.776175e-05 9.669245e-06
4051.044 0.0009002233 0.0005021725 0.0005466636 0.0004059123 0.0002295341 0.0002558108 0.0001873794 0.0001300643 0.0001207524 9.097952e-05 7.32434e-05 5.841308e-05 9.884942e-06
4051.944 0.0009005243 0.0005029644 0.0005464831 0.0004061808 0.0002300082 0.0002564795 0.0001884254 0.0001303282 0.0001219617 9.271824e-05 7.339543e-05 5.878666e-05 1.001068e-05
4052.845 0.00089706 0.0005005197 0.0005435631 0.0004020747 0.0002290156 0.000253408 0.0001847536 0.0001297502 0.0001191667 9.060282e-05 7.303383e-05 5.782306e-05 9.807118e-06
4053.745 0.0008905006 0.0004960828 0.0005388191 0.0003967719 0.0002270833 0.0002487559 0.0001791486 0.0001286263 0.0001147644 8.687927e-05 7.23513e-05 5.623747e-05 9.461915e-06
4054.645 0.0008842215 0.0004922523 0.0005342393 0.0003930903 0.0002253542 0.0002452593 0.0001748103 0.0001276403 0.000111364 8.396495e-05 7.177351e-05 5.497436e-05 9.19312e-06
4055.545 0.0008808875 0.0004901318 0.0005313185 0.0003884231 0.0002243862 0.0002422588 0.0001707768 0.000127147 0.0001082395 8.089192e-05 7.151027e-05 5.398079e-05 8.942965e-06
4056.445 0.0008811598 0.0004901613 0.0005317518 0.0003863808 0.000224431 0.0002414142 0.0001696131 0.0001272268 0.0001070222 7.927664e-05 7.158733e-05 5.373365e-05 8.842457e-06
4057.346 0.0008811273 0.0004902001 0.0005325708 0.0003874615 0.0002244779 0.0002419766 0.0001706043 0.0001272612 0.0001071116 7.913646e-05 7.162335e-05 5.385632e-05 8.854262e-06
4058.246 0.0008774774 0.0004875891 0.0005308614 0.0003873807 0.0002232749 0.0002399853 0.0001678216 0.0001265925 0.0001038518 7.607665e-05 7.123828e-05 5.282761e-05 8.596625e-06
4059.146 0.0008744001 0.0004853631 0.0005294284 0.0003867242 0.0002222029 0.0002382632 0.0001648969 0.0001260421 0.0001006169 7.273394e-05 7.094967e-05 5.184938e-05 8.329765e-06
4060.046 0.0008779163 0.0004882558 0.0005320272 0.0003913229 0.000223541 0.0002425917 0.0001696201 0.0001268533 0.0001042411 7.555397e-05 7.147228e-05 5.316428e-05 8.616924e-06
4060.947 0.000885247 0.00049343 0.0005375657 0.0004002731 0.0002260153 0.0002502471 0.0001793743 0.0001283289 0.0001124725 8.294718e-05 7.237857e-05 5.593936e-05 9.290867e-06
4061.847 0.0008879045 0.0004950067 0.0005396846 0.0004032905 0.0002268249 0.0002533348 0.0001845784 0.000128855 0.0001171929 8.740521e-05 7.27105e-05 5.74444e-05 9.685587e-06
4062.747 0.0008806929 0.0004903255 0.0005335638 0.0003954726 0.0002247628 0.0002476714 0.0001785035 0.0001276495 0.0001124328 8.300514e-05 7.197766e-05 5.575413e-05 9.295488e-06
4063.647 0.0008652819 0.0004802969 0.0005208188 0.0003793359 0.0002202119 0.0002351019 0.0001628302 0.0001249757 9.933776e-05 7.057307e-05 7.036016e-05 5.130882e-05 8.204412e-06
4064.548 0.0008531221 0.0004725141 0.0005113033 0.0003648159 0.0002166023 0.0002251166 0.000150439 0.000122911 8.887021e-05 6.01863e-05 6.914931e-05 4.782665e-05 7.317876e-06
4065.448 0.0008564989 0.0004756216 0.0005144523 0.000367298 0.000218047 0.0002285962 0.0001549542 0.0001237548 9.221796e-05 6.271714e-05 6.96821e-05 4.904976e-05 7.582867e-06
4066.348 0.0008674693 0.0004835356 0.0005235516 0.0003810977 0.0002217927 0.0002390874 0.0001682118 0.0001259044 0.0001029218 7.298946e-05 7.096724e-05 5.267815e-05 8.487417e-06
4067.248 0.0008714015 0.0004866647 0.0005248643 0.0003831336 0.0002231753 0.0002412074 0.0001714455 0.0001264799 0.0001066334 7.749049e-05 7.123541e-05 5.376351e-05 8.828949e-06
4068.148 0.0008888209 0.0004994033 0.0005245509 0.000375893 0.0002270601 0.0002385395 0.0001675686 0.0001271133 0.0001051732 7.690513e-05 7.116686e-05 5.303106e-05 8.7247e-06
4069.049 0.0009572186 0.0005454934 0.0005418786 0.0003813204 0.0002420865 0.0002450197 0.0001716531 0.0001313472 0.0001093266 8.068873e-05 7.251746e-05 5.442169e-05 9.0605e-06
4069.949 0.000994582 0.0005693633 0.0005576001 0.0003967656 0.0002501708 0.0002552377 0.0001825864 0.0001341781 0.000117777 8.827713e-05 7.375766e-05 5.737032e-05 9.75781e-06
4070.849 0.0009306553 0.0005253665 0.0005441599 0.0003991135 0.0002355679 0.0002537158 0.0001857498 0.0001301602 0.0001192376 8.97265e-05 7.258564e-05 5.778004e-05 9.89461e-06
4071.75 0.0008676629 0.0004832197 0.0005211764 0.0003842716 0.0002206017 0.0002414866 0.0001746315 0.0001248481 0.0001092301 8.018214e-05 7.032524e-05 5.428886e-05 9.064426e-06
4072.65 0.0008448117 0.0004683674 0.0005076512 0.0003696118 0.0002146916 0.000230822 0.0001617895 0.0001220778 9.856378e-05 6.954526e-05 6.885019e-05 5.064596e-05 8.157321e-06
4073.55 0.0008462188 0.0004695726 0.0005093835 0.0003714637 0.0002154004 0.0002324441 0.0001638931 0.000122524 0.0001009613 7.156704e-05 6.913445e-05 5.137735e-05 8.347679e-06
4074.45 0.000856227 0.0004769403 0.0005178115 0.0003830165 0.0002189754 0.0002412574 0.0001757907 0.0001245465 0.0001117047 8.237932e-05 7.032644e-05 5.485415e-05 9.264624e-06
4075.35 0.0008602342 0.000480968 0.0005198589 0.0003862766 0.0002208537 0.0002444508 0.0001808209 0.0001253756 0.0001164053 8.782765e-05 7.073418e-05 5.629369e-05 9.691937e-06
4076.251 0.0008619797 0.0004833334 0.0005139792 0.0003749825 0.0002207668 0.0002382382 0.000173975 0.0001242835 0.0001113992 8.396622e-05 6.980126e-05 5.442152e-05 9.301672e-06
4077.151 0.0008658577 0.0004867334 0.0005045372 0.0003573133 0.0002202812 0.0002265502 0.0001601059 0.0001223184 0.0001008418 7.494302e-05 6.816596e-05 5.054329e-05 8.439116e-06
4078.051 0.0008467424 0.0004746633 0.0004909762 0.0003417074 0.0002153241 0.0002143865 0.000146682 0.0001195859 9.127268e-05 6.684774e-05 6.65359e-05 4.688166e-05 7.651115e-06
4078.951 0.0008224325 0.0004590695 0.0004841577 0.0003390441 0.0002105392 0.0002112703 0.0001441588 0.0001183444 9.012916e-05 6.604219e-05 6.618395e-05 4.629214e-05 7.556592e-06
4079.852 0.0008237799 0.0004607827 0.000491011 0.000350592 0.0002124042 0.0002198441 0.0001544192 0.0001201361 9.779529e-05 7.276553e-05 6.745793e-05 4.910722e-05 8.197164e-06
4080.752 0.0008352498 0.000469547 0.0005005692 0.0003650852 0.0002167215 0.0002315313 0.0001683846 0.0001227417 0.0001084533 8.231658e-05 6.905473e-05 5.295128e-05 9.093779e-06
4081.652 0.0008435148 0.000476411 0.0005060582 0.0003762189 0.0002201589 0.0002408689 0.0001800272 0.0001246897 0.0001180352 9.1282e-05 7.018937e-05 5.617878e-05 9.902417e-06
4082.552 0.0008447166 0.00047846 0.0005065444 0.000379576 0.0002213146 0.0002446964 0.0001856718 0.0001252761 0.0001225737 9.567145e-05 7.049908e-05 5.762855e-05 1.029221e-05
4083.453 0.0008368849 0.0004740152 0.0005003788 0.0003728902 0.0002192621 0.0002411195 0.0001820844 0.0001240388 0.0001193746 9.281881e-05 6.975604e-05 5.649393e-05 1.003738e-05
4084.353 0.0008251591 0.0004664395 0.0004914645 0.0003624841 0.0002156472 0.0002336946 0.0001738978 0.0001219367 0.000112792 8.681471e-05 6.852419e-05 5.413934e-05 9.491195e-06
4085.253 0.0008157192 0.0004609688 0.0004835218 0.0003533922 0.000213143 0.0002278782 0.0001681587 0.0001204358 0.0001087039 8.305435e-05 6.762323e-05 5.251611e-05 9.141162e-06
4086.153 0.0008100293 0.000458582 0.0004783793 0.0003477299 0.0002122727 0.0002253075 0.0001666828 0.0001197937 0.0001083285 8.273711e-05 6.718708e-05 5.209158e-05 9.102176e-06
4087.053 0.0008082615 0.0004585613 0.0004775871 0.0003488111 0.0002125727 0.0002262933 0.0001697823 0.000119813 0.0001113997 8.58157e-05 6.713553e-05 5.284533e-05 9.363354e-06
4087.954 0.0008095079 0.000460681 0.0004779769 0.0003547922 0.0002138623 0.0002310105 0.0001766483 0.0001204401 0.000117442 9.188289e-05 6.745691e-05 5.464837e-05 9.882777e-06
4088.854 0.0008102688 0.0004626856 0.0004773632 0.0003596474 0.0002150743 0.0002359477 0.0001839622 0.0001210591 0.0001237689 9.835343e-05 6.778362e-05 5.656688e-05 1.043329e-05
4089.754 0.0008058371 0.0004610728 0.0004744931 0.0003582712 0.0002144765 0.0002364984 0.0001873456 0.0001206465 0.000126554 0.0001014054 6.75179e-05 5.728519e-05 1.06848e-05
4090.654 0.0007969212 0.0004567192 0.0004673978 0.0003507556 0.0002125173 0.0002330429 0.0001852329 0.0001193429 0.000124767 9.979514e-05 6.670839e-05 5.648691e-05 1.053681e-05
4091.555 0.0007881095 0.0004532092 0.0004583918 0.0003418845 0.0002110801 0.0002288091 0.0001808566 0.0001181939 0.0001211326 9.623542e-05 6.593346e-05 5.510167e-05 1.022535e-05
4092.455 0.0007788869 0.0004494288 0.0004498476 0.0003331529 0.0002095548 0.0002240024 0.0001764218 0.0001169737 0.0001174647 9.282002e-05 6.510882e-05 5.366461e-05 9.913759e-06
4093.355 0.0007673199 0.0004440928 0.0004408663 0.0003248837 0.0002072383 0.0002191331 0.0001729063 0.0001153186 0.0001147293 9.040217e-05 6.40488e-05 5.24185e-05 9.68073e-06
4094.256 0.0007566445 0.0004394482 0.0004323533 0.0003208545 0.0002052476 0.0002172067 0.0001733763 0.0001138505 0.0001156444 9.164157e-05 6.310487e-05 5.224047e-05 9.757786e-06
4095.156 0.0007445598 0.0004335088 0.0004227691 0.0003177013 0.0002025905 0.0002152143 0.0001738728 0.0001119818 0.0001164238 9.296931e-05 6.193236e-05 5.198993e-05 9.829155e-06
4096.056 0.0007253284 0.0004224138 0.0004091099 0.0003080879 0.0001974232 0.0002073541 0.0001672825 0.0001086399 0.0001107587 8.789455e-05 5.989482e-05 4.962429e-05 9.346806e-06
4096.956 0.0007002621 0.0004076478 0.0003918177 0.0002943825 0.0001904129 0.0001967237 0.0001578527 0.000104227 0.0001026962 8.034814e-05 5.724498e-05 4.636329e-05 8.648365e-06
4097.856 0.0006754908 0.0003935046 0.0003745062 0.0002823071 0.0001836246 0.0001884929 0.0001526341 9.989667e-05 9.873161e-05 7.71117e-05 5.465331e-05 4.429102e-05 8.302749e-06
4098.757 0.0006518501 0.0003808554 0.0003567766 0.0002704032 0.0001775187 0.0001820194 0.0001504145 9.584328e-05 9.837188e-05 7.795979e-05 5.220929e-05 4.328093e-05 8.283122e-06
4099.657 0.0006295274 0.0003696086 0.0003369967 0.0002547194 0.0001716685 0.0001740003 0.0001465666 9.157766e-05 9.776989e-05 7.896822e-05 4.95634e-05 4.209722e-05 8.250846e-06
4100.557 0.0006777474 0.0004015476 0.0003271974 0.0002333328 0.0001788501 0.0001652239 0.0001378432 8.987219e-05 9.347905e-05 7.659605e-05 4.714635e-05 3.973631e-05 7.896698e-06
4101.457 0.001245238 0.0007541377 0.0004179366 0.000206347 0.0002890851 0.0001750151 0.0001217457 0.0001144901 8.4391e-05 6.895173e-05 5.148096e-05 3.66487e-05 7.072126e-06
4102.358 0.002588233 0.001586491 0.0006710497 0.0001848296 0.0005560538 0.0002219505 0.0001063317 0.0001814382 7.71581e-05 6.121406e-05 6.796524e-05 3.571576e-05 6.298168e-06
4103.258 0.002779309 0.001704233 0.0007082851 0.0001803071 0.0005933945 0.0002284715 0.000104726 0.000190703 7.761029e-05 6.163708e-05 7.022458e-05 3.596888e-05 6.314682e-06
4104.158 0.001448602 0.0008783855 0.0004549509 0.0001941208 0.0003270628 0.0001784775 0.000116775 0.0001230168 8.401335e-05 6.888852e-05 5.310615e-05 3.643798e-05 7.02405e-06
4105.058 0.0007103581 0.0004203932 0.000329454 0.0002206005 0.000182482 0.0001606962 0.0001325515 8.926466e-05 9.202091e-05 7.54297e-05 4.624371e-05 3.90006e-05 7.781219e-06
4105.958 0.0006204042 0.0003649419 0.0003325086 0.0002469606 0.0001687948 0.0001710669 0.0001457846 8.994969e-05 9.902891e-05 8.018879e-05 4.875604e-05 4.232405e-05 8.378958e-06
4106.859 0.0006440142 0.0003799466 0.0003526909 0.0002656947 0.0001770975 0.0001834199 0.0001554028 9.571182e-05 0.0001054819 8.531594e-05 5.228562e-05 4.541733e-05 8.938437e-06
4107.759 0.0006668919 0.0003940814 0.0003688065 0.0002780209 0.0001841141 0.0001920128 0.000160863 0.000100312 0.0001094859 8.861963e-05 5.505975e-05 4.752924e-05 9.297255e-06
4108.659 0.0006842559 0.0004039539 0.0003824659 0.0002884909 0.0001889797 0.0001976271 0.0001630571 0.0001036142 0.0001102392 8.866836e-05 5.708024e-05 4.848501e-05 9.373916e-06
4109.559 0.0006972848 0.0004104298 0.0003932867 0.0002957478 0.0001921218 0.0002009574 0.0001629766 0.0001058852 0.0001092101 8.695217e-05 5.850785e-05 4.877428e-05 9.294128e-06
4110.459 0.0007062644 0.0004141483 0.0004014344 0.000300349 0.0001939008 0.0002022219 0.0001612911 0.0001073163 0.0001072481 8.444462e-05 5.943829e-05 4.861861e-05 9.130235e-06
4111.36 0.0007134703 0.0004168506 0.0004085812 0.0003050936 0.0001951293 0.0002038464 0.000160567 0.000108414 0.0001057312 8.222163e-05 6.01845e-05 4.856107e-05 8.999505e-06
4112.26 0.0007244625 0.0004216576 0.0004184661 0.0003137614 0.0001973143 0.0002081274 0.0001626272 0.0001100886 0.0001059008 8.143829e-05 6.128515e-05 4.917719e-05 9.014636e-06
4113.16 0.0007381077 0.0004279166 0.000430906 0.0003262307 0.0002001696 0.0002139411 0.0001666767 0.000112133 0.000107842 8.258738e-05 6.260748e-05 5.036918e-05 9.187069e-06
4114.06 0.0007516983 0.0004351925 0.0004420453 0.0003370558 0.0002035506 0.0002202831 0.0001719155 0.0001144188 0.0001117917 8.616173e-05 6.406236e-05 5.211149e-05 9.542392e-06
4114.961 0.0007629499 0.0004420077 0.0004503753 0.0003433109 0.0002067149 0.0002256408 0.0001766494 0.0001165327 0.0001158131 8.998621e-05 6.541435e-05 5.383552e-05 9.908438e-06
4115.861 0.0007720417 0.0004468666 0.0004578456 0.0003490274 0.0002089094 0.0002296614 0.0001797121 0.0001180899 0.0001179851 9.165081e-05 6.644709e-05 5.496774e-05 1.010435e-05
4116.761 0.000780297 0.0004500682 0.0004657272 0.0003557612 0.0002102855 0.0002330771 0.0001822707 0.000119204 0.0001196934 9.255892e-05 6.722256e-05 5.59021e-05 1.02473e-05
4117.662 0.000785837 0.0004523822 0.0004706524 0.0003597034 0.0002113341 0.0002350148 0.000183804 0.0001200168 0.0001206529 9.325782e-05 6.777019e-05 5.645595e-05 1.033674e-05
4118.562 0.0007857466 0.0004513001 0.0004701278 0.0003576726 0.0002107795 0.0002324911 0.0001795929 0.0001197955 0.0001172426 9.052157e-05 6.767168e-05 5.54112e-05 1.006689e-05
4119.462 0.000781488 0.0004467124 0.0004673873 0.0003519797 0.0002084394 0.000226388 0.0001703972 0.0001185501 0.0001100382 8.408996e-05 6.69896e-05 5.306179e-05 9.465534e-06
4120.362 0.0007783511 0.0004426694 0.0004679171 0.0003508345 0.0002060582 0.0002239732 0.0001669398 0.0001173543 0.0001070141 8.104452e-05 6.64236e-05 5.214418e-05 9.208941e-06
4121.262 0.0007786653 0.0004412153 0.000471148 0.0003552207 0.0002046838 0.0002270814 0.0001713372 0.0001167769 0.0001107348 8.433639e-05 6.628348e-05 5.347433e-05 9.535291e-06
4122.163 0.0007809918 0.0004411426 0.000474078 0.0003592664 0.0002042684 0.0002295624 0.0001739935 0.0001167104 0.0001137004 8.722916e-05 6.636874e-05 5.453463e-05 9.805542e-06
4123.063 0.0007867246 0.0004444095 0.0004773765 0.0003610241 0.0002062286 0.0002295648 0.0001723834 0.0001178731 0.0001125626 8.628991e-05 6.699751e-05 5.428202e-05 9.722238e-06
4123.963 0.0007956004 0.0004511097 0.0004819639 0.0003619246 0.0002101549 0.0002301552 0.0001711458 0.0001201209 0.0001112921 8.494124e-05 6.820762e-05 5.410922e-05 9.622263e-06
4124.864 0.0008070115 0.0004594933 0.0004891405 0.0003663107 0.000214664 0.000233994 0.000174138 0.0001227214 0.0001134799 8.672515e-05 6.968425e-05 5.517289e-05 9.82038e-06
4125.764 0.0008175625 0.0004662424 0.0004971511 0.0003739076 0.0002180886 0.0002391045 0.0001794594 0.0001247353 0.0001176105 9.063692e-05 7.087401e-05 5.68175e-05 1.019456e-05
4126.664 0.0008212881 0.0004680194 0.0004999656 0.0003776158 0.0002190106 0.0002406503 0.0001806707 0.000125267 0.0001184428 9.158474e-05 7.11875e-05 5.71948e-05 1.028269e-05
4127.564 0.0008164307 0.0004646033 0.0004955734 0.0003738403 0.0002174708 0.0002374173 0.0001768154 0.0001242355 0.000115266 8.869825e-05 7.053804e-05 5.600707e-05 1.001199e-05
4128.464 0.0008056697 0.0004571471 0.0004878689 0.0003663798 0.0002138447 0.0002319621 0.0001717601 0.0001219738 0.0001114283 8.529745e-05 6.918998e-05 5.438877e-05 9.67675e-06
4129.365 0.0008007792 0.0004530132 0.0004857042 0.0003638457 0.0002117753 0.0002291428 0.0001694435 0.000120741 0.0001097256 8.368933e-05 6.84915e-05 5.364552e-05 9.524212e-06
4130.265 0.0008043586 0.0004545081 0.0004889881 0.0003662089 0.0002124476 0.0002306015 0.0001706714 0.0001212585 0.0001105429 8.390999e-05 6.886387e-05 5.410332e-05 9.588601e-06
4131.165 0.0008063525 0.0004556044 0.0004899438 0.0003659767 0.0002129568 0.0002318087 0.000171835 0.0001216327 0.0001110265 8.371679e-05 6.913514e-05 5.447113e-05 9.625383e-06
4132.065 0.0008025086 0.0004525991 0.0004873111 0.0003624626 0.0002114428 0.0002290536 0.0001689588 0.000120811 0.0001079387 8.045576e-05 6.867817e-05 5.347956e-05 9.353943e-06
4132.965 0.0007998066 0.0004496989 0.000485648 0.0003569834 0.0002099784 0.0002240661 0.0001616224 0.0001201926 0.0001016046 7.423053e-05 6.836302e-05 5.150364e-05 8.802524e-06
4133.866 0.0008032628 0.0004512311 0.0004887175 0.0003561461 0.0002106548 0.0002230999 0.0001577058 0.0001209115 9.832885e-05 7.091318e-05 6.887646e-05 5.075628e-05 8.52588e-06
4134.766 0.0008105162 0.000456222 0.0004948242 0.0003626764 0.000213038 0.0002272843 0.000160627 0.0001224702 0.0001003541 7.258451e-05 6.987074e-05 5.181471e-05 8.714777e-06
4135.666 0.0008187375 0.0004623479 0.0005008182 0.0003710254 0.000216093 0.0002334704 0.0001671624 0.0001242677 0.0001055089 7.714304e-05 7.09569e-05 5.379253e-05 9.169347e-06
4136.566 0.0008281413 0.0004690312 0.0005079794 0.0003809253 0.0002194809 0.0002408526 0.0001766328 0.0001261928 0.0001134157 8.465307e-05 7.209269e-05 5.654116e-05 9.870032e-06
4137.467 0.000832073 0.0004718995 0.000511847 0.0003867502 0.0002209152 0.0002449708 0.000182648 0.000127005 0.0001186406 9.000772e-05 7.259056e-05 5.828825e-05 1.034872e-05
4138.367 0.0008307779 0.0004713052 0.0005111906 0.000385937 0.0002206142 0.0002451715 0.0001829151 0.0001268937 0.0001189131 9.038791e-05 7.256542e-05 5.841741e-05 1.03882e-05
4139.267 0.000831865 0.0004719067 0.0005122002 0.0003878706 0.0002208467 0.0002472291 0.0001847989 0.0001271521 0.0001199375 9.091503e-05 7.277976e-05 5.892965e-05 1.048031e-05
4140.167 0.0008352474 0.0004740698 0.0005146298 0.000393268 0.0002218224 0.0002512416 0.0001886084 0.0001278142 0.0001223681 9.269715e-05 7.323013e-05 5.99967e-05 1.06967e-05
4141.068 0.0008361889 0.0004748775 0.0005154984 0.0003963166 0.0002221526 0.0002531109 0.0001899495 0.0001280293 0.0001232001 9.332897e-05 7.33976e-05 6.042708e-05 1.077736e-05
4141.968 0.000832701 0.0004721497 0.0005147322 0.000395867 0.0002207193 0.0002510934 0.000187562 0.0001271818 0.0001210941 9.145626e-05 7.293356e-05 5.970285e-05 1.059796e-05
4142.868 0.0008191119 0.0004619339 0.0005068131 0.0003866574 0.0002154108 0.000242621 0.0001782247 0.0001241261 0.0001130787 8.389786e-05 7.120652e-05 5.68461e-05 9.88761e-06
4143.768 0.0007944653 0.0004437847 0.0004906198 0.0003692123 0.0002058566 0.0002285737 0.0001629711 0.0001186767 0.0001001955 7.148141e-05 6.813676e-05 5.213737e-05 8.731615e-06
4144.669 0.0007756965 0.0004292526 0.0004793499 0.000358716 0.0001980384 0.0002194933 0.0001536413 0.0001142746 9.251145e-05 6.379884e-05 6.570552e-05 4.917942e-05 8.02742e-06
4145.569 0.000780584 0.0004318328 0.000484397 0.0003654641 0.000199275 0.0002241165 0.0001596013 0.0001150689 9.749475e-05 6.813137e-05 6.621729e-05 5.087157e-05 8.459157e-06
4146.469 0.0008019926 0.0004476103 0.0004987442 0.0003807868 0.0002078106 0.0002362728 0.0001731089 0.0001199929 0.0001084047 7.853255e-05 6.898967e-05 5.489763e-05 9.447982e-06
4147.369 0.0008198411 0.0004617368 0.0005088409 0.0003899059 0.0002156653 0.0002442932 0.0001807596 0.0001245055 0.0001149721 8.521928e-05 7.148954e-05 5.746655e-05 1.007108e-05
4148.27 0.000827893 0.000468534 0.0005122806 0.0003900585 0.0002195034 0.0002460075 0.0001814168 0.0001267436 0.0001165249 8.713127e-05 7.274236e-05 5.819383e-05 1.024227e-05
4149.17 0.0008296515 0.0004701079 0.000512813 0.0003880208 0.0002204935 0.0002447297 0.0001792851 0.0001273458 0.0001156753 8.660477e-05 7.308985e-05 5.796239e-05 1.018499e-05
4150.07 0.0008272091 0.0004683998 0.000511895 0.0003866342 0.000219832 0.0002420067 0.0001757217 0.0001269592 0.000112599 8.382201e-05 7.28479e-05 5.689933e-05 9.920447e-06
4150.97 0.0008236914 0.0004659698 0.0005101202 0.0003842078 0.0002187559 0.0002396313 0.0001727658 0.0001263457 0.0001096907 8.094909e-05 7.248481e-05 5.591311e-05 9.666136e-06
4151.871 0.0008240682 0.000466258 0.0005104976 0.0003844005 0.0002189768 0.0002402322 0.0001731146 0.0001265216 0.0001098982 8.090057e-05 7.260569e-05 5.606533e-05 9.689812e-06
4152.771 0.0008250467 0.0004669001 0.0005117685 0.0003873597 0.0002192612 0.000241841 0.0001746824 0.0001267513 0.0001108888 8.175838e-05 7.277922e-05 5.649575e-05 9.788005e-06
4153.671 0.0008222503 0.0004650794 0.0005101975 0.0003865746 0.0002182466 0.0002412991 0.0001745781 0.0001262213 0.000110444 8.154171e-05 7.251312e-05 5.632839e-05 9.759314e-06
4154.571 0.0008175703 0.0004616988 0.0005065144 0.0003816124 0.0002165557 0.000237936 0.0001714369 0.0001252841 0.0001083074 7.994539e-05 7.197943e-05 5.543972e-05 9.578023e-06
4155.471 0.0008146153 0.0004596606 0.0005033706 0.0003763802 0.0002156845 0.0002343106 0.0001672364 0.000124815 0.0001059004 7.802377e-05 7.169526e-05 5.447017e-05 9.371548e-06
4156.372 0.0008153717 0.0004607776 0.0005029849 0.0003737934 0.0002164277 0.000233732 0.0001661207 0.0001252646 0.000105748 7.805053e-05 7.19514e-05 5.444405e-05 9.371584e-06
4157.272 0.000816864 0.0004624168 0.0005039073 0.0003737021 0.0002174255 0.0002342378 0.000166223 0.0001258344 0.00010588 7.823056e-05 7.227335e-05 5.458903e-05 9.399957e-06
4158.172 0.0008186316 0.0004638562 0.0005052002 0.0003749497 0.0002182784 0.0002351652 0.0001674685 0.0001263195 0.0001067981 7.898278e-05 7.254622e-05 5.493339e-05 9.487274e-06
4159.072 0.0008234453 0.000467151 0.0005089975 0.0003801869 0.0002199497 0.0002391175 0.0001726921 0.0001273111 0.000111049 8.285838e-05 7.314395e-05 5.640605e-05 9.863718e-06
4159.972 0.000828869 0.0004709147 0.0005137419 0.0003879428 0.0002218088 0.0002444149 0.0001789126 0.0001284396 0.0001158707 8.745858e-05 7.384077e-05 5.813704e-05 1.029844e-05
4160.873 0.0008303023 0.0004719721 0.0005157107 0.0003926871 0.0002223843 0.0002470246 0.0001818007 0.0001287933 0.0001178474 8.953798e-05 7.406534e-05 5.885763e-05 1.048757e-05
4161.773 0.0008270437 0.0004698716 0.0005135293 0.0003910797 0.0002214465 0.0002454582 0.0001802872 0.0001282107 0.0001172374 8.92924e-05 7.371859e-05 5.853593e-05 1.044657e-05
4162.673 0.0008250052 0.0004687758 0.0005119738 0.0003889519 0.0002209223 0.0002445724 0.000180165 0.0001278864 0.0001182966 9.051856e-05 7.354963e-05 5.875046e-05 1.054486e-05
4163.573 0.0008268376 0.0004706549 0.0005126424 0.0003891265 0.0002218026 0.0002471569 0.0001841267 0.0001284459 0.0001223408 9.425302e-05 7.393026e-05 6.012434e-05 1.090295e-05
4164.474 0.0008282617 0.0004718502 0.0005132856 0.0003891354 0.000222395 0.0002486344 0.0001858533 0.0001288442 0.0001237419 9.517098e-05 7.42023e-05 6.073973e-05 1.102411e-05
4165.374 0.0008283116 0.0004714662 0.0005143835 0.0003898628 0.0002221654 0.0002484037 0.000184469 0.0001287997 0.0001212874 9.210481e-05 7.422256e-05 6.019089e-05 1.079959e-05
4166.274 0.0008284085 0.0004713563 0.0005154482 0.0003903645 0.0002220666 0.0002485175 0.0001837198 0.0001288677 0.0001190209 8.935812e-05 7.431625e-05 5.972334e-05 1.060025e-05
4167.175 0.0008259367 0.0004695381 0.0005137806 0.000388438 0.0002212238 0.0002466395 0.0001812082 0.0001284544 0.0001163066 8.690761e-05 7.409021e-05 5.884916e-05 1.037498e-05
4168.075 0.0008209406 0.0004655863 0.0005106408 0.0003855887 0.0002193461 0.0002423815 0.0001755528 0.0001273804 0.0001115575 8.281535e-05 7.344742e-05 5.713158e-05 9.968613e-06
4168.975 0.0008180873 0.0004633498 0.0005098772 0.0003851902 0.0002181048 0.0002411802 0.0001739528 0.00012668 0.0001099997 8.136004e-05 7.307569e-05 5.660638e-05 9.834198e-06
